Transaction_ID,Account_Number,Customer_ID,Transaction_Date,Transaction_Type,Transaction_Amount,Currency,Balance_After_Transaction,Transaction_Mode,Transaction_Status,Branch_Code,Transaction_Description,Category,Merchant_Name,Location,Fee_Charged,Fraud_Flag,Device_ID
25fa3b45-8069-4b40-bc83-75b3e817e9ed,NZPL94312978542415,73be710f-24e3-4292-98d0-32847aa204fe,2025-05-05 00:21:03,Transfer,50037.43,INR,273320.67,Mobile,Success,MUM-1,Off catch power finally child.,Travel,"Anderson, Peters and Webb",Mumbai,195.51,False,ATM
fd7fae7a-4b38-4ca9-a6f4-1b95753fa6fc,HNEH05296763883723,73a8846a-4020-456a-8533-5b80af0625f5,2025-05-01 10:37:58,Payment,23628.05,INR,24258.81,Mobile,Failed,MUM-1,Remember she yet southern modern soldier final trip.,Salary,Gutierrez Ltd,Mumbai,137.08,True,POS
e3b26a92-1f1b-4f2a-b631-b564d0cdf8ad,SXIF93725083547617,b3d5173a-7897-490c-b6ed-bef600eab9c6,2025-05-05 21:26:39,Transfer,70210.03,INR,151736.04,Mobile,Pending,MUM-1,Upon life shake happy.,EMI,Cook LLC,Mumbai,34.49,False,Desktop
7a4d301e-ba6e-468e-a0ae-fe8b4b658aed,NCMW68482078392720,eaf3396b-822a-49c4-92f6-ec4fdf0c942f,2025-05-04 12:58:59,Payment,33199.54,INR,246240.19,Card,Success,MUM-1,Government he key conference school too while.,Salary,Martinez Inc,Mumbai,51.47,False,Mobile
04399b70-eb88-4c3e-baca-8d737af4e896,ZRTO67483393626512,c8b6825f-f66b-4622-8b36-c905fdb5c286,2025-05-02 02:26:13,Refund,51722.48,INR,480491.92,Cheque,Failed,MUM-1,Chair shake real what after degree must American.,Entertainment,Love LLC,Mumbai,298.87,True,POS
8d5839eb-8175-471d-8cd3-8bfc4aa04316,DUUV74822897874102,61b83323-2c37-4189-b325-385613f82faa,2025-05-03 05:41:35,Transfer,50913.16,INR,216970.56,Card,Failed,MUM-1,Mission fish she into page free miss hour.,Salary,Frank-Hawkins,Mumbai,264.83,False,Desktop
025bde30-8d40-4d15-90b4-e3de3d64160c,SYBI36426670008010,8920703d-2dd5-4005-862d-425612bf0c2a,2025-05-02 18:25:47,Withdrawal,78635.31,INR,33712.71,Cash,Pending,MUM-1,Music trip build cell owner western.,Utility,Perry-Jimenez,Mumbai,401.66,True,Desktop
e1ca42ff-352f-4107-abad-0f232d361931,HEAH57085085981927,a56b8704-d7db-419c-ae0a-77fea110102e,2025-05-07 11:31:51,Transfer,89228.3,INR,100349.89,Cash,Success,MUM-1,Of mention suddenly carry grow body.,Utility,Howard Inc,Mumbai,281.54,False,Mobile
b3b4955e-b036-4707-8f05-e5bb1fbae9f6,VSLC34619306347132,de16f09b-b81c-426e-9d50-01d5df139da5,2025-05-01 17:45:07,Transfer,88832.19,INR,375133.16,Card,Failed,MUM-1,Good executive art onto music between church.,EMI,"Hill, Osborne and Gutierrez",Mumbai,152.67,True,POS
f13616dd-18f3-480f-a19b-ebff699a75f8,WUDE00511756617957,3ec45c21-f9ec-4951-8c37-4e7b605c751b,2025-05-05 05:42:44,Payment,25848.11,INR,55675.78,Mobile,Success,MUM-1,Exactly piece live effort weight try energy.,EMI,"Davis, Harrell and Curry",Mumbai,65.51,True,Desktop
d8f169e4-aac7-4515-9cdc-78b88f3852bf,WLHQ40659674417127,b372e784-22f5-470d-a439-1e6e1b189bff,2025-05-01 17:24:09,Payment,97210.06,INR,491732.48,Cheque,Pending,MUM-1,Court rich building still top participant forget think.,Groceries,King-Morton,Mumbai,235.82,True,ATM
d80baa98-d8f4-400f-ac01-94791ea610fa,GFEC09713574206559,aec0ecb1-4202-4243-9d2e-7ac88b72fd14,2025-05-03 19:53:07,Payment,2587.07,INR,449538.4,Mobile,Success,MUM-1,Home live receive follow blue book.,Entertainment,Howard Group,Mumbai,425.59,False,Desktop
ad6dfabe-2395-4301-9c4c-07fe3e0979c3,TSEN21380556081546,24c8671d-78ad-458f-8f17-2370e6414360,2025-05-02 17:23:21,Deposit,85809.06,INR,382455.76,Card,Pending,MUM-1,Involve method entire admit country need recognize.,Groceries,Patel and Sons,Mumbai,459.34,True,POS
38644e69-231d-4a25-9478-fc68df24c3c8,ULZQ08615867994736,1ea8677d-ac12-4756-b300-a1f0e3c92a63,2025-05-04 04:17:30,Transfer,52798.99,INR,269597.34,Mobile,Success,MUM-1,Three gun firm set notice.,Salary,Massey Group,Mumbai,278.73,True,Desktop
097dd194-194a-4abe-a2d1-757e1c6654a5,HVTL39815225648937,17efa99e-2685-49ef-9464-61f25209c3d5,2025-05-07 20:52:08,Transfer,94214.2,INR,208938.7,Cash,Success,MUM-1,Trouble tax official care.,Salary,Jenkins-Roberts,Mumbai,498.38,True,Desktop
974fc31e-7916-44b0-aed0-f65368546a4a,AADA64525799111463,290ea369-04b6-4ea6-92ee-e233b79589d3,2025-05-07 09:02:12,Transfer,51125.1,INR,296331.85,Card,Failed,MUM-1,Before born responsibility national kitchen.,Travel,Cobb-Anderson,Mumbai,399.19,False,ATM
7d3cc363-ee08-4b55-9b02-5f4cc4df4644,LRJL22266784471982,7e743351-2b88-4cd1-949a-c2ad434fcf36,2025-05-02 12:55:11,Refund,45711.98,INR,450887.87,Online,Failed,MUM-1,Player society approach.,Shopping,"Kim, Smith and Williams",Mumbai,121.25,False,Mobile
b85d1d86-158a-4b01-83c9-6fb8e748b81d,ISDH93583872867208,160f7c61-37c7-4918-8f89-9980b13782f6,2025-05-07 09:52:56,Refund,82187.9,INR,194579.19,Card,Failed,MUM-1,Tv interesting think such.,Shopping,Edwards and Sons,Mumbai,149.75,True,ATM
498f0611-5bde-4b58-94b9-bba55433614b,NEOR69959361475419,271ac510-ffc3-4014-9cdc-ba24ca9c2f07,2025-05-01 23:52:36,Withdrawal,19816.57,INR,190988.94,Mobile,Pending,MUM-1,Let woman back responsibility.,Groceries,Guzman LLC,Mumbai,322.42,False,POS
49ac4c84-1b26-446e-b02d-4405b69057e5,OKIR02708418658440,49633d41-d5e2-4504-bd2d-f532d158322f,2025-05-06 12:22:55,Transfer,3142.1,INR,170589.15,Cash,Pending,MUM-1,Decision audience work identify likely candidate always.,Shopping,Martin-Miller,Mumbai,53.85,True,Mobile
dae941a4-935c-4600-9af4-388d051c231b,TVLE22967932994596,1f90da5d-7b1e-4505-8a99-8de2d344d840,2025-05-07 22:03:06,Withdrawal,37028.77,INR,333571.83,Cheque,Pending,MUM-1,Worry research smile.,Shopping,Daniels and Sons,Mumbai,346.99,False,POS
d72f17bc-2542-4087-97de-0369afbc6edf,NTHT67918420498566,e46d61f3-ab74-421f-b5fa-e2698b7f04e8,2025-05-06 07:29:57,Transfer,83725.33,INR,471506.93,Card,Success,MUM-1,Enough garden social month.,Travel,Watson-Foster,Mumbai,22.97,False,POS
46de25b4-ef00-4417-bcf8-9f0c28edec46,YQLY06365422969462,e4845e49-149d-4388-9e5a-f47b1f69c4b4,2025-05-03 12:17:41,Payment,98233.95,INR,162429.11,Cash,Failed,MUM-1,Task bed reveal system his entire.,Shopping,Castillo Ltd,Mumbai,366.64,True,POS
a5dbf829-ca0d-4afb-b378-0501142a4f28,ZUED05528264696548,c5eee33f-025c-4608-a73b-30b162c9d716,2025-05-06 14:17:04,Payment,85077.35,INR,117968.8,Card,Success,MUM-1,Table direction trade chair.,Salary,Walker Ltd,Mumbai,104.14,True,Mobile
fd460146-a981-4567-913c-005c3706e623,WTRD12282214623764,7d34480f-dbbb-46c1-8743-0cfd5c530007,2025-05-02 03:37:42,Refund,81078.43,INR,494691.35,Mobile,Pending,MUM-1,Citizen operation former grow.,Groceries,"Barker, Villanueva and Mccormick",Mumbai,189.22,True,ATM
fbcc4e11-3c80-49a7-b634-fbdd21dd3292,CZVY15577672421352,b59a054a-e979-4bc7-bf02-c1d77f4dcf31,2025-05-06 04:27:59,Withdrawal,57486.31,INR,319228.44,Card,Failed,MUM-1,Other hospital better though approach.,Groceries,Mcmillan Group,Mumbai,482.45,False,POS
4e85b49a-418c-4ecf-93d2-ca5ed03d98b0,UICC45351809762633,5c2f7b70-7d64-44b1-bdaf-e4465f4b8b20,2025-05-03 04:20:04,Payment,85353.8,INR,480200.82,Card,Failed,MUM-1,Score wait everything wait she sense marriage figure.,Entertainment,Farmer Ltd,Mumbai,133.73,False,Mobile
2b1d81c4-044d-4734-9d38-0ab3fecbdec5,WEYD82014685169579,551eb15d-4971-4672-8ba4-ac4cbc9b150d,2025-05-05 22:19:03,Refund,11875.82,INR,294695.14,Card,Pending,MUM-1,Check dream minute beautiful goal.,EMI,Johnston-Andrade,Mumbai,493.38,False,POS
0b4dd2bc-70d1-42c5-8425-cb10c04cd0d4,BABZ88675519393333,1189705d-d5ae-4c78-a752-69b9fb9dbf94,2025-05-03 13:10:09,Refund,1138.77,INR,56860.26,Cheque,Success,MUM-1,Describe land final goal much send style.,EMI,"Davis, Gomez and Lawson",Mumbai,83.54,False,Mobile
c715b894-0f43-4852-8f03-e42fdaa83f45,BKMI12199972720397,023a1823-9eee-4f49-8948-538b9e6d9642,2025-05-08 05:23:08,Refund,46847.11,INR,246675.97,Cheque,Success,MUM-1,Body wrong yourself fall notice fire.,Groceries,"Stewart, Meyers and Davis",Mumbai,207.02,False,Mobile
fc0c5f23-3acd-44fb-abc1-ec303933cca6,KHGL59919760277308,bc7c6733-b415-43a1-9e8f-f8d47bc228e6,2025-05-06 21:46:05,Deposit,27168.85,INR,243746.86,Online,Success,MUM-1,That apply meet million deep week suffer apply.,Salary,Morales-Patel,Mumbai,214.13,False,Desktop
00f0e436-4a67-487c-ac69-a12aafdf630d,ELTT73046360616374,b3c4b5b7-a913-4254-b115-96da4c215e22,2025-05-04 02:14:56,Transfer,15518.88,INR,445761.14,Card,Pending,MUM-1,Woman notice one speech total gun guy.,Salary,Castillo-Rogers,Mumbai,489.06,False,POS
