Transaction_ID,Account_Number,Customer_ID,Transaction_Date,Transaction_Type,Transaction_Amount,Currency,Balance_After_Transaction,Transaction_Mode,Transaction_Status,Branch_Code,Transaction_Description,Category,Merchant_Name,Location,Fee_Charged,Fraud_Flag,Device_ID
f51269ef-e8a0-48ce-a11b-746657e888da,QCKA36289993493336,062b986a-3d5f-48e7-a484-1fbde42b7fd7,2025-05-07 05:53:14,Refund,62219.79,INR,284257.86,Cheque,Failed,MUM-3,Wrong group necessary according.,EMI,Moore-Palmer,Mumbai,479.25,False,POS
a0c131a8-4a95-46ca-bc34-47e9f6aefef3,CAGT05943034458829,f8ebc7a6-0b93-43bc-8db7-da166feb2b16,2025-05-05 02:07:20,Transfer,60786.9,INR,206168.68,Cheque,Failed,MUM-3,Budget difference hair site hair time.,Travel,"Vargas, Cannon and Duncan",Mumbai,291.63,False,Mobile
f5a4a67c-804b-44bc-bf34-d90d14090077,AIUP72226559639479,aa4b8505-8711-4f5a-90f3-373fbab64a62,2025-05-08 05:22:03,Payment,23896.22,INR,59016.2,Online,Pending,MUM-3,Turn mean especially money appear.,Salary,Cox-Snyder,Mumbai,240.87,False,Mobile
60fd114e-2de6-4394-b24d-251858fb8036,RKRA17626511180962,1f10257e-94fa-4189-a9f3-1170689da4aa,2025-05-05 00:53:53,Payment,84756.16,INR,447181.25,Online,Pending,MUM-3,People center carry conference.,Salary,Carroll-Pearson,Mumbai,298.19,False,ATM
265bf185-146e-4612-9f81-3d2ef99ec1b8,KNET88790613602972,6f3bc62a-ae9b-40df-8af5-9a3bf1b5c87d,2025-05-06 06:19:07,Refund,17060.48,INR,158322.24,Cheque,Pending,MUM-3,Contain wrong top process exist enjoy.,Travel,Smith Ltd,Mumbai,119.91,False,Desktop
553f64dd-9351-4ae0-a34b-f32ea8432fd7,BORX90769694144437,3c5aac22-a0ad-48bc-970c-766a28551e21,2025-05-07 18:55:50,Transfer,42849.66,INR,373509.05,Cash,Pending,MUM-3,You take size mother impact interest information word.,Groceries,Mendoza PLC,Mumbai,481.0,False,ATM
c26ee2d4-0284-490e-a518-35d025f14450,GEIX09754233101895,73aa7fec-22d5-4245-91a3-ba76298dfdf2,2025-05-03 20:24:19,Refund,90829.72,INR,180293.73,Cash,Success,MUM-3,Business take must member politics.,Travel,Soto-Martinez,Mumbai,484.03,False,POS
32b70f81-b13d-4c5f-81f5-6db473c25852,POLD44883059600076,13cf3eb4-655d-4a85-84c1-73d50a5529ba,2025-05-05 03:26:16,Deposit,48509.7,INR,136637.15,Cheque,Success,MUM-3,Base what work after leg member.,Salary,Collins PLC,Mumbai,452.96,True,Desktop
9c31a277-4e27-4486-b0db-c428104f9c16,KBMA24904929949139,ece82a25-aec3-420a-9cb1-f32d174b6c15,2025-05-06 09:56:25,Payment,60663.84,INR,185383.26,Cash,Success,MUM-3,Laugh idea effort decade choice.,Shopping,Baker-Schmidt,Mumbai,173.29,True,Mobile
be60fcc7-459c-4732-addb-9d73e697724a,QFUB35287244131012,77d950a2-516f-4908-af14-3d3e1401fa05,2025-05-01 17:44:47,Refund,33437.11,INR,389942.51,Cheque,Success,MUM-3,Reveal probably detail trade peace.,Shopping,Stewart-Phillips,Mumbai,387.27,False,POS
66848df8-c116-4549-893e-d1f7f1662b3c,PLTJ00005888066140,7bf55b98-3640-40bb-a92e-70be6673783b,2025-05-01 22:05:12,Payment,51675.53,INR,279663.89,Cheque,Failed,MUM-3,Country most property house message book someone.,EMI,"Clark, Wong and Collins",Mumbai,267.54,False,Desktop
dc1c2df0-459d-449e-9562-1516690f4830,CZFU48403394040649,bc42d160-b33a-4456-9aef-96d83abf7f91,2025-05-03 01:07:43,Transfer,12655.77,INR,124025.15,Card,Success,MUM-3,Material expert large easy watch figure.,Utility,Gibson-Sanchez,Mumbai,408.97,False,Desktop
9366c47e-741c-4136-bec7-d62bfba67833,NABO57567907176907,6a1d4571-f119-4f3c-a8ec-4a8bf420a8bd,2025-05-06 16:07:52,Deposit,42626.72,INR,314010.87,Cash,Success,MUM-3,Evening say year partner.,Groceries,"Perez, Dyer and Myers",Mumbai,56.77,False,Mobile
c6521bf7-de80-4db7-b700-ede62bd73be2,YGWC80675572413800,085ed06a-42dc-456e-94b5-ac87ada82743,2025-05-01 16:36:37,Transfer,12468.6,INR,405939.03,Card,Success,MUM-3,Throw direction word step end prove.,Entertainment,Brown PLC,Mumbai,130.46,True,Desktop
19f20702-ee8e-4423-b1ae-cb456693a449,GKLC42468644086814,29537afd-eb07-4234-a758-02c6f8ad4887,2025-05-04 20:33:48,Payment,10477.23,INR,396292.03,Mobile,Success,MUM-3,Necessary plant explain course boy act.,Utility,"White, Smith and Clark",Mumbai,54.58,True,POS
4f66b9ef-54cb-48ea-859c-2517fc688899,IVQA49528316631159,4d1f8136-06ba-4965-9116-859443540f1c,2025-05-03 06:50:43,Deposit,96350.55,INR,60958.28,Cash,Pending,MUM-3,Soldier game too pick customer.,Entertainment,"Rodriguez, Hardy and Morgan",Mumbai,449.71,True,POS
e18649d6-91cc-43f5-9f0a-7e6ce10a559a,JXIA18435213709370,f2f833e0-084b-4b04-ba77-9d3a624781a0,2025-05-06 05:53:16,Payment,46309.93,INR,407945.48,Online,Pending,MUM-3,Water arrive position forget three try.,EMI,"Sanders, Hardin and Romero",Mumbai,161.12,False,Mobile
