Transaction_ID,Account_Number,Customer_ID,Transaction_Date,Transaction_Type,Transaction_Amount,Currency,Balance_After_Transaction,Transaction_Mode,Transaction_Status,Branch_Code,Transaction_Description,Category,Merchant_Name,Location,Fee_Charged,Fraud_Flag,Device_ID
569b21bd-cbb0-419d-ba54-f2218a58c2a5,HHUS05749913408298,05870d04-a706-4667-98de-72c87621015b,2025-05-04 08:12:05,Refund,12385.48,INR,181730.84,Online,Failed,BAN-3,Everybody her two agree.,Travel,"Long, Lin and Williams",Bangalore,242.61,False,Desktop
20173cb2-69db-45ea-8d3b-dfd688e178ed,OFJB33482069313150,80ff65f4-2754-4637-9ecd-7b9e5995d281,2025-05-06 21:16:41,Deposit,8407.98,INR,120785.93,Online,Failed,BAN-3,Indicate respond prove today together example read.,EMI,Hartman LLC,Bangalore,116.91,False,POS
89baf013-d354-4931-9b86-4a6beea5fe78,ELZB33280047238535,f6f05186-2a9b-4d9f-87f3-0fc7ca827d1a,2025-05-04 21:53:45,Withdrawal,27970.25,INR,331911.25,Cheque,Failed,BAN-3,Everything beat Mr student degree.,Travel,"Anthony, Watson and Martinez",Bangalore,233.73,False,ATM
6914513f-cf6d-46eb-a42c-0f81375de5e7,VBPG11988908275017,d8b2bb1d-785f-48b1-be51-e1f633f827ca,2025-05-06 01:45:00,Transfer,66139.06,INR,491806.99,Online,Success,BAN-3,Carry usually happy position.,Salary,Bryant-Davis,Bangalore,205.65,False,POS
71973507-f772-4682-bd70-daf133170e79,BETO17464915359719,838f58af-3291-4133-8f5e-70ec72d4deb3,2025-05-04 04:04:41,Transfer,32985.85,INR,17052.49,Cheque,Success,BAN-3,Contain under four choose.,Shopping,Mcbride-Gutierrez,Bangalore,88.03,False,Desktop
d37ad771-56b0-4fba-97e3-f3e234101103,ZKQY71886213458593,611aa39d-e2df-4e5d-9270-2a8f52284e87,2025-05-06 16:16:48,Deposit,57243.78,INR,292830.25,Online,Pending,BAN-3,Improve short dog animal.,EMI,"Tyler, Carlson and Herring",Bangalore,97.82,False,POS
a6caf8f4-1a71-4148-9020-ee226be08e03,PVZB71758438672284,173f0ec0-a614-49cc-a197-ec4712e5c66e,2025-05-07 23:29:28,Withdrawal,30276.38,INR,304003.57,Mobile,Failed,BAN-3,Newspaper after movement assume.,Shopping,Brady and Sons,Bangalore,258.83,True,Mobile
4a8777b9-3de4-49fe-a601-f6d33888e157,FJSH05022502437703,94ab10ca-72e2-4515-90f9-290713eb8df9,2025-05-03 15:20:43,Refund,11133.77,INR,444512.13,Mobile,Success,BAN-3,Project sister contain.,EMI,Mckay Inc,Bangalore,363.02,True,Desktop
878a8bdf-3b95-43ab-af31-bacced7bf1c6,QVSH65517871023877,72f2530c-2a45-4140-9e3c-c61452c53304,2025-05-02 06:09:46,Deposit,40981.72,INR,93928.93,Mobile,Pending,BAN-3,Report middle join scene.,Groceries,"Hayes, Gutierrez and Gamble",Bangalore,424.58,True,POS
69f80120-baab-4384-9b88-ee6e66d9546a,MPQV97177965154318,36e8f1a8-6cb2-46f6-9e04-33c7cfab3638,2025-05-02 23:08:49,Deposit,55112.68,INR,408571.1,Mobile,Failed,BAN-3,Someone marriage only.,Groceries,Adams-Thomas,Bangalore,16.51,True,ATM
